hours,bool,power_dev,power_met
01-Mar-2019 (00-27-32),0,91.4,33.876999999999995
01-Mar-2019 (00-27-33),0,112.2,33.876999999999995
01-Mar-2019 (01-45-28),0,147.6,32.399
01-Mar-2019 (02-24-10),0,76.10000000000001,32.198
01-Mar-2019 (02-24-11),0,113.10000000000001,32.198
01-Mar-2019 (02-24-12),0,113.10000000000001,32.198
01-Mar-2019 (02-24-13),0,113.10000000000001,32.198
01-Mar-2019 (04-19-01),0,64.8,36.675
01-Mar-2019 (04-19-02),0,113.5,36.675
01-Mar-2019 (05-35-07),0,57.5,32.79
01-Mar-2019 (05-55-20),0,540.4,230.241
01-Mar-2019 (05-55-21),0,1192.8,230.241
01-Mar-2019 (05-55-22),0,1192.8,230.241
01-Mar-2019 (06-35-54),0,221.8,184.516
01-Mar-2019 (06-35-57),0,724.3,184.516
01-Mar-2019 (06-37-10),0,248.70000000000002,226.388
01-Mar-2019 (06-37-11),0,1156.6,226.388
01-Mar-2019 (06-37-12),0,1156.6,226.388
01-Mar-2019 (06-52-22),0,117.5,113.861
01-Mar-2019 (06-57-32),0,252.14999999999998,177.386
01-Mar-2019 (06-57-34),0,1017.1999999999999,459.946
01-Mar-2019 (06-57-35),0,1262.1,459.946
01-Mar-2019 (06-57-36),0,1262.1,459.946
01-Mar-2019 (06-57-37),0,1262.1,459.946
01-Mar-2019 (07-30-55),0,301.5,31.523000000000003
01-Mar-2019 (07-30-56),0,104.5,31.523000000000003
01-Mar-2019 (07-30-57),0,104.5,31.523000000000003
01-Mar-2019 (08-49-16),0,60.6,31.044
01-Mar-2019 (08-49-17),0,116.5,31.044
01-Mar-2019 (09-27-35),0,312.5,31.281
01-Mar-2019 (09-27-36),0,106.8,31.281
01-Mar-2019 (09-27-37),0,106.8,31.281
01-Mar-2019 (10-06-14),0,188.0,31.353
01-Mar-2019 (10-06-15),0,103.9,31.353
01-Mar-2019 (10-06-16),0,103.9,31.353
01-Mar-2019 (10-06-17),0,103.9,31.353
01-Mar-2019 (10-44-35),0,258.09999999999997,30.472
01-Mar-2019 (10-44-36),0,96.3,30.472
01-Mar-2019 (10-44-37),0,111.2,30.472
01-Mar-2019 (10-44-38),0,111.2,30.472
01-Mar-2019 (11-21-39),0,96.3,29.736
01-Mar-2019 (11-21-40),0,112.7,29.736
01-Mar-2019 (11-21-41),0,112.7,29.736
01-Mar-2019 (11-21-42),0,112.7,29.736
01-Mar-2019 (11-21-43),0,112.7,29.736
01-Mar-2019 (11-59-15),0,89.3,29.87
01-Mar-2019 (11-59-16),0,113.2,29.87
01-Mar-2019 (11-59-17),0,113.2,29.87
01-Mar-2019 (11-59-18),0,113.2,29.87
01-Mar-2019 (12-37-07),0,96.60000000000001,30.246
01-Mar-2019 (12-37-08),0,114.5,30.246
01-Mar-2019 (13-15-16),0,89.10000000000001,29.854
01-Mar-2019 (13-15-17),0,113.2,29.854
01-Mar-2019 (13-15-18),0,113.2,29.854
01-Mar-2019 (13-53-38),0,345.59999999999997,30.848000000000006
01-Mar-2019 (14-31-47),0,76.5,30.622
01-Mar-2019 (14-31-48),0,112.60000000000001,30.622
01-Mar-2019 (14-50-54),0,40.400000000000006,35.84
01-Mar-2019 (14-50-55),0,148.0,35.84
01-Mar-2019 (14-50-56),0,148.0,35.84
01-Mar-2019 (14-50-57),0,148.0,35.84
01-Mar-2019 (14-50-58),0,148.0,35.84
01-Mar-2019 (14-51-24),0,146.0,109.452
01-Mar-2019 (14-51-25),0,146.0,109.452
01-Mar-2019 (14-51-26),0,146.0,109.452
01-Mar-2019 (14-51-27),0,146.0,109.452
01-Mar-2019 (14-51-28),0,146.0,109.452
01-Mar-2019 (14-51-54),0,145.39999999999998,107.417
01-Mar-2019 (14-51-55),0,145.39999999999998,107.417
01-Mar-2019 (14-51-56),0,145.39999999999998,107.417
01-Mar-2019 (14-51-57),0,145.39999999999998,107.417
01-Mar-2019 (14-51-58),0,145.39999999999998,107.417
01-Mar-2019 (14-52-24),0,144.79999999999998,105.104
01-Mar-2019 (14-52-25),0,144.79999999999998,105.104
01-Mar-2019 (14-52-26),0,144.79999999999998,105.104
01-Mar-2019 (14-52-27),0,144.79999999999998,105.104
01-Mar-2019 (14-52-28),0,144.79999999999998,105.104
01-Mar-2019 (14-52-54),0,143.89999999999998,103.022
01-Mar-2019 (14-52-55),0,143.89999999999998,103.022
01-Mar-2019 (14-52-56),0,143.89999999999998,103.022
01-Mar-2019 (14-52-57),0,143.89999999999998,103.022
01-Mar-2019 (14-52-58),0,143.89999999999998,103.022
01-Mar-2019 (14-53-24),0,143.6,101.837
01-Mar-2019 (14-53-25),0,143.6,101.837
01-Mar-2019 (14-53-26),0,143.6,101.837
01-Mar-2019 (14-53-27),0,143.6,101.837
01-Mar-2019 (14-53-28),0,143.6,101.837
01-Mar-2019 (14-53-54),0,143.6,101.58
01-Mar-2019 (14-53-55),0,143.6,101.58
01-Mar-2019 (14-53-56),0,143.6,101.58
01-Mar-2019 (14-53-57),0,143.6,101.58
01-Mar-2019 (14-53-58),0,143.6,101.58
01-Mar-2019 (14-54-24),0,144.1,99.633
01-Mar-2019 (14-54-25),0,144.1,99.633
01-Mar-2019 (14-54-26),0,144.1,99.633
01-Mar-2019 (14-54-27),0,144.1,99.633
01-Mar-2019 (14-54-28),0,144.1,99.633
01-Mar-2019 (14-54-54),0,144.7,100.122
01-Mar-2019 (14-54-55),0,144.7,100.122
01-Mar-2019 (14-54-56),0,144.7,100.122
01-Mar-2019 (14-54-57),0,144.7,100.122
01-Mar-2019 (14-54-58),0,144.7,100.122
01-Mar-2019 (14-55-24),0,142.7,99.148
01-Mar-2019 (14-55-25),0,142.7,99.148
01-Mar-2019 (14-55-26),0,142.7,99.148
01-Mar-2019 (14-55-27),0,142.7,99.148
01-Mar-2019 (14-55-28),0,142.7,99.148
01-Mar-2019 (14-55-54),0,142.2,98.036
01-Mar-2019 (14-55-55),0,142.2,98.036
01-Mar-2019 (14-55-56),0,142.2,98.036
01-Mar-2019 (14-55-57),0,142.2,98.036
01-Mar-2019 (14-55-58),0,142.2,98.036
01-Mar-2019 (14-56-24),0,142.0,97.067
01-Mar-2019 (14-56-25),0,142.0,97.067
01-Mar-2019 (14-56-26),0,142.0,97.067
01-Mar-2019 (14-56-27),0,142.0,97.067
01-Mar-2019 (14-56-28),0,142.0,97.067
01-Mar-2019 (14-56-54),0,141.5,95.043
01-Mar-2019 (14-56-55),0,141.5,95.043
01-Mar-2019 (14-56-56),0,141.5,95.043
01-Mar-2019 (14-56-57),0,141.5,95.043
01-Mar-2019 (14-56-58),0,141.5,95.043
01-Mar-2019 (14-57-24),0,142.39999999999998,96.14
01-Mar-2019 (14-57-25),0,142.39999999999998,96.14
01-Mar-2019 (14-57-26),0,142.39999999999998,96.14
01-Mar-2019 (14-57-27),0,142.39999999999998,96.14
01-Mar-2019 (14-57-28),0,142.39999999999998,96.14
01-Mar-2019 (14-57-54),0,142.2,96.717
01-Mar-2019 (14-57-55),0,142.2,96.717
01-Mar-2019 (14-57-56),0,142.2,96.717
01-Mar-2019 (14-57-57),0,142.2,96.717
01-Mar-2019 (14-57-58),0,142.2,96.717
01-Mar-2019 (14-58-24),0,142.1,97.134
01-Mar-2019 (14-58-25),0,142.1,97.134
01-Mar-2019 (14-58-26),0,142.1,97.134
01-Mar-2019 (14-58-27),0,142.1,97.134
01-Mar-2019 (14-58-28),0,142.1,97.134
01-Mar-2019 (14-58-54),0,143.79999999999998,96.789
01-Mar-2019 (14-58-55),0,143.79999999999998,96.789
01-Mar-2019 (14-58-56),0,143.79999999999998,96.789
01-Mar-2019 (14-58-57),0,143.79999999999998,96.789
01-Mar-2019 (14-58-58),0,143.79999999999998,96.789
01-Mar-2019 (14-59-24),0,143.29999999999998,97.309
01-Mar-2019 (14-59-25),0,143.29999999999998,97.309
01-Mar-2019 (14-59-26),0,143.29999999999998,97.309
01-Mar-2019 (14-59-27),0,143.29999999999998,97.309
01-Mar-2019 (14-59-28),0,143.29999999999998,97.309
01-Mar-2019 (14-59-54),0,142.29999999999998,98.396
01-Mar-2019 (14-59-55),0,142.29999999999998,98.396
01-Mar-2019 (14-59-56),0,142.29999999999998,98.396
