hours,bool,power_dev,power_met
01-Jan-2019 (09-52-10),0,1087.9,230.102
01-Jan-2019 (09-52-18),0,2698.3999999999996,1774.944
01-Jan-2019 (09-52-19),0,2698.3999999999996,1774.944
01-Jan-2019 (09-52-20),0,2698.3999999999996,1774.944
01-Jan-2019 (09-52-21),0,2698.3999999999996,1527.821
01-Jan-2019 (09-53-18),0,2400.1,1512.179
01-Jan-2019 (09-54-38),0,2702.2999999999997,1513.948
01-Jan-2019 (09-55-58),0,2643.3,1493.1629999999998
01-Jan-2019 (09-56-38),0,2566.7,1471.388
01-Jan-2019 (10-03-39),0,2537.1,1481.424
01-Jan-2019 (10-03-40),0,2537.1,1481.424
01-Jan-2019 (10-03-41),0,2537.1,1712.5379999999998
01-Jan-2019 (10-03-42),0,2537.1,1712.5379999999998
01-Jan-2019 (10-03-43),0,2537.1,1712.5379999999998
01-Jan-2019 (10-03-44),0,2537.1,1712.5379999999998
01-Jan-2019 (10-03-45),0,2537.1,1712.5379999999998
01-Jan-2019 (10-03-46),0,2537.1,1690.304
01-Jan-2019 (10-03-47),0,2537.1,1690.304
01-Jan-2019 (10-03-48),0,2537.1,1690.304
01-Jan-2019 (10-03-49),0,2537.1,1690.304
01-Jan-2019 (10-03-50),0,2537.1,1690.304
01-Jan-2019 (10-03-51),0,2537.1,1488.609
01-Jan-2019 (10-03-52),0,2537.1,1488.609
01-Jan-2019 (10-03-53),0,2537.1,1488.609
01-Jan-2019 (10-03-54),0,2537.1,1488.609
01-Jan-2019 (10-03-55),0,2537.1,1488.609
01-Jan-2019 (10-03-56),0,2537.1,1488.665
01-Jan-2019 (10-03-57),0,2537.1,1488.665
01-Jan-2019 (10-03-58),0,2537.1,1488.665
01-Jan-2019 (10-03-59),0,2537.1,1488.665
01-Jan-2019 (10-04-00),0,2537.1,1488.665
01-Jan-2019 (10-04-01),0,2537.1,1695.43
01-Jan-2019 (10-04-02),0,2537.1,1695.43
01-Jan-2019 (10-04-03),0,2537.1,1695.43
01-Jan-2019 (10-04-04),0,2537.1,1695.43
01-Jan-2019 (10-04-05),0,2537.1,1695.43
01-Jan-2019 (10-04-06),0,2537.1,1663.9129999999998
01-Jan-2019 (10-04-07),0,2537.1,1663.9129999999998
01-Jan-2019 (10-04-08),0,2537.1,1663.9129999999998
01-Jan-2019 (10-04-09),0,2537.1,1663.9129999999998
01-Jan-2019 (10-04-10),0,2537.1,1663.9129999999998
01-Jan-2019 (10-04-11),0,2537.1,1470.33
01-Jan-2019 (10-04-12),0,2537.1,1470.33
01-Jan-2019 (10-04-13),0,2537.1,1470.33
01-Jan-2019 (10-04-14),0,2537.1,1470.33
01-Jan-2019 (10-04-17),0,610.1,227.26
01-Jan-2019 (10-05-33),0,257.2,206.017
01-Jan-2019 (10-06-03),0,265.6,193.04
01-Jan-2019 (10-06-04),0,221.9,193.04
01-Jan-2019 (10-06-05),0,221.9,193.04
01-Jan-2019 (10-06-33),0,244.7,196.15
01-Jan-2019 (10-06-34),0,244.7,196.15
01-Jan-2019 (10-07-03),0,241.9,191.312
01-Jan-2019 (10-07-04),0,241.9,191.312
01-Jan-2019 (10-07-33),0,260.2,195.583
01-Jan-2019 (10-07-34),0,260.2,195.583
01-Jan-2019 (10-07-35),0,260.2,195.583
01-Jan-2019 (10-08-03),0,250.8,196.795
01-Jan-2019 (10-08-04),0,250.8,196.795
01-Jan-2019 (10-08-05),0,250.8,196.795
01-Jan-2019 (10-08-33),0,238.5,195.959
01-Jan-2019 (10-08-34),0,238.5,195.959
01-Jan-2019 (10-09-03),0,232.1,202.984
01-Jan-2019 (10-09-04),0,232.1,202.984
01-Jan-2019 (10-09-05),0,232.1,202.984
01-Jan-2019 (10-09-20),0,646.6,405.906
01-Jan-2019 (10-09-21),0,1296.1,887.459
01-Jan-2019 (10-09-22),0,1296.1,887.459
01-Jan-2019 (10-09-23),0,1296.1,887.459
01-Jan-2019 (10-09-24),0,1296.1,887.459
01-Jan-2019 (10-09-25),0,1296.1,887.459
01-Jan-2019 (10-23-08),0,274.2,271.12
01-Jan-2019 (10-23-09),0,274.2,271.12
01-Jan-2019 (10-23-10),0,274.2,271.12
01-Jan-2019 (10-32-34),0,454.20000000000005,306.279
01-Jan-2019 (10-32-35),0,454.20000000000005,306.279
01-Jan-2019 (10-35-50),0,278.6,262.295
01-Jan-2019 (10-36-50),0,279.1,275.009
01-Jan-2019 (10-40-06),0,399.8,380.43300000000005
01-Jan-2019 (10-40-07),0,399.8,380.43300000000005
01-Jan-2019 (10-40-08),0,399.8,380.43300000000005
01-Jan-2019 (10-47-49),0,311.20000000000005,279.728
01-Jan-2019 (10-47-50),0,311.20000000000005,279.728
01-Jan-2019 (10-48-41),0,310.40000000000003,283.452
01-Jan-2019 (10-48-42),0,310.40000000000003,283.452
01-Jan-2019 (10-48-43),0,310.40000000000003,283.452
01-Jan-2019 (10-48-44),0,310.40000000000003,283.452
01-Jan-2019 (10-48-45),0,310.40000000000003,283.452
01-Jan-2019 (10-50-22),0,368.70000000000005,351.103
01-Jan-2019 (10-50-23),0,368.70000000000005,351.103
01-Jan-2019 (11-10-04),0,2630.6,2088.789
01-Jan-2019 (11-20-03),0,2428.3,1918.637
01-Jan-2019 (12-48-42),0,1242.6000000000001,1057.884
01-Jan-2019 (12-48-43),0,1242.6000000000001,1057.884
01-Jan-2019 (12-48-44),0,1242.6000000000001,1057.884
01-Jan-2019 (12-48-45),0,1242.6000000000001,1057.884
01-Jan-2019 (12-58-18),0,2558.4,1969.135
01-Jan-2019 (12-59-38),0,2505.4,1963.374
02-Jan-2019 (08-30-25),0,1189.2,295.644
02-Jan-2019 (08-30-26),0,1850.1000000000001,295.644
02-Jan-2019 (08-32-44),0,1511.3000000000002,301.157
02-Jan-2019 (08-32-45),0,1511.3000000000002,301.157
02-Jan-2019 (08-32-46),0,1511.3000000000002,301.157
02-Jan-2019 (08-35-48),0,1368.5,334.026
02-Jan-2019 (08-35-49),0,1857.9,334.026
02-Jan-2019 (08-35-50),0,1857.9,334.026
02-Jan-2019 (08-35-51),0,1857.9,334.026
02-Jan-2019 (09-00-48),0,339.4,221.324
02-Jan-2019 (09-00-49),0,1844.5,221.324
02-Jan-2019 (09-00-50),0,1844.5,221.324
02-Jan-2019 (09-00-51),0,1844.7,221.324
04-Jan-2019 (02-34-11),0,1194.6000000000001,221.685
04-Jan-2019 (02-34-12),0,1837.4,221.685
04-Jan-2019 (02-34-13),0,1837.4,221.685
04-Jan-2019 (02-34-14),0,1837.4,221.685
04-Jan-2019 (02-44-58),0,370.49999999999994,287.603
04-Jan-2019 (02-44-59),0,1828.0000000000002,287.603
04-Jan-2019 (02-50-13),0,1563.3,285.138
04-Jan-2019 (02-50-14),0,1563.3,285.138
04-Jan-2019 (02-55-37),0,1409.1000000000001,285.37
04-Jan-2019 (02-55-38),0,1876.1000000000001,285.37
04-Jan-2019 (02-55-39),0,1876.1000000000001,285.37
04-Jan-2019 (04-18-39),0,1710.0,255.962
04-Jan-2019 (08-34-26),0,687.2,524.658
04-Jan-2019 (08-34-27),0,1285.9,524.658
04-Jan-2019 (08-34-28),0,1285.9,524.658
04-Jan-2019 (08-34-29),0,1285.9,524.658
04-Jan-2019 (08-37-21),0,2546.0,1818.545
04-Jan-2019 (08-38-41),0,2638.5,1810.567
04-Jan-2019 (08-43-22),0,2609.1,1839.0
04-Jan-2019 (08-44-43),0,2703.2,1788.9979999999996
04-Jan-2019 (08-46-03),0,2659.5,1834.616
04-Jan-2019 (09-03-00),0,1319.4,1296.135
04-Jan-2019 (09-03-01),0,1319.4,1296.135
04-Jan-2019 (09-03-02),0,1319.4,1296.135
04-Jan-2019 (09-03-03),0,1319.4,1296.135
04-Jan-2019 (09-03-04),0,1319.4,1296.135
04-Jan-2019 (09-04-36),0,2455.5,1880.786
04-Jan-2019 (09-13-22),0,203.0,190.425
04-Jan-2019 (09-13-23),0,203.0,190.425
04-Jan-2019 (09-13-24),0,203.0,190.425
04-Jan-2019 (13-28-34),0,171.3,167.96400000000003
04-Jan-2019 (13-31-05),0,203.5,189.812
04-Jan-2019 (13-32-07),0,1102.6,193.628
04-Jan-2019 (13-32-08),0,1102.6,193.628
04-Jan-2019 (13-32-09),0,1102.6,193.628
04-Jan-2019 (13-58-07),0,172.6,168.774
04-Jan-2019 (13-58-09),0,203.9,168.774
04-Jan-2019 (19-23-43),0,992.6999999999999,565.485
04-Jan-2019 (19-23-44),0,992.6999999999999,565.485
04-Jan-2019 (19-24-17),0,2399.4,1793.975
04-Jan-2019 (19-24-57),0,2397.5,2007.641
04-Jan-2019 (19-25-17),0,2464.8,1978.532
04-Jan-2019 (19-25-37),0,2558.4,1992.9
04-Jan-2019 (19-25-57),0,2564.7000000000003,2030.406
04-Jan-2019 (19-26-37),0,2561.3,2004.448
04-Jan-2019 (19-29-38),0,2420.0,2123.876
04-Jan-2019 (19-29-58),0,2556.4,2126.877
04-Jan-2019 (19-30-18),0,2384.8,2140.395
04-Jan-2019 (19-31-18),0,2489.5,2142.654
04-Jan-2019 (19-31-58),0,2408.6,2151.164
04-Jan-2019 (19-32-18),0,2523.7000000000003,2132.731
04-Jan-2019 (19-33-18),0,2558.0,2183.44
04-Jan-2019 (19-36-19),0,2532.0,2164.697
04-Jan-2019 (19-36-39),0,2229.6,2135.232
04-Jan-2019 (19-36-59),0,2341.1,2132.587
04-Jan-2019 (19-37-19),0,2597.1,2151.86
04-Jan-2019 (19-37-39),0,2359.1,2135.103
04-Jan-2019 (19-37-59),0,2456.5,2144.232
04-Jan-2019 (19-38-19),0,2607.1,2128.131
04-Jan-2019 (19-44-39),0,2496.9,2175.167
04-Jan-2019 (19-54-47),0,1351.3999999999999,1047.3010000000004
04-Jan-2019 (19-54-48),0,1351.3999999999999,1047.3010000000004
04-Jan-2019 (19-54-49),0,1351.3999999999999,1047.3010000000004
04-Jan-2019 (19-55-10),0,2480.2999999999997,2173.233
06-Jan-2019 (10-27-22),0,570.2,242.743
06-Jan-2019 (10-27-23),0,570.2,242.743
06-Jan-2019 (10-27-24),0,570.2,242.743
06-Jan-2019 (10-27-25),0,570.2,242.743
06-Jan-2019 (10-27-26),0,570.2,242.743
06-Jan-2019 (10-27-27),0,570.2,277.226
06-Jan-2019 (10-34-55),0,347.8,318.285
06-Jan-2019 (10-34-56),0,347.8,318.285
06-Jan-2019 (10-35-42),0,452.20000000000005,421.487
06-Jan-2019 (10-35-43),0,452.20000000000005,421.487
06-Jan-2019 (10-35-44),0,452.20000000000005,421.487
06-Jan-2019 (10-35-45),0,452.20000000000005,421.487
06-Jan-2019 (10-35-46),0,452.20000000000005,421.487
06-Jan-2019 (10-35-47),0,452.20000000000005,402.389
06-Jan-2019 (10-35-48),0,452.20000000000005,402.389
06-Jan-2019 (10-35-49),0,452.20000000000005,402.389
06-Jan-2019 (10-35-50),0,452.20000000000005,402.389
06-Jan-2019 (10-35-51),0,452.20000000000005,402.389
06-Jan-2019 (10-35-52),0,452.20000000000005,370.082
06-Jan-2019 (10-35-53),0,452.20000000000005,370.082
06-Jan-2019 (10-35-54),0,452.20000000000005,370.082
06-Jan-2019 (10-35-55),0,452.20000000000005,370.082
06-Jan-2019 (10-35-56),0,452.20000000000005,370.082
06-Jan-2019 (10-35-57),0,452.20000000000005,367.80800000000005
06-Jan-2019 (11-17-06),0,1342.4,742.5269999999998
06-Jan-2019 (11-26-17),0,838.3000000000001,730.995
06-Jan-2019 (11-26-18),0,1840.2,730.995
06-Jan-2019 (11-26-19),0,1840.2,730.995
06-Jan-2019 (11-26-20),0,1840.2,730.995
06-Jan-2019 (11-26-21),0,1840.2,730.995
06-Jan-2019 (11-32-31),0,1213.2,741.413
06-Jan-2019 (11-37-44),0,1359.0,727.545
06-Jan-2019 (11-37-45),0,1826.9,727.545
06-Jan-2019 (11-37-46),0,1826.9,727.545
06-Jan-2019 (12-05-25),0,1486.6000000000001,787.073
06-Jan-2019 (12-05-26),0,1486.6000000000001,787.073
06-Jan-2019 (12-36-12),0,2379.2,2311.016
06-Jan-2019 (12-36-52),0,2609.5,2269.684
06-Jan-2019 (12-38-12),0,2538.7999999999997,2208.562
06-Jan-2019 (12-40-53),0,2549.2,2118.981
06-Jan-2019 (12-41-13),0,2519.0,2126.563
06-Jan-2019 (12-41-53),0,2547.2,2091.858
06-Jan-2019 (12-42-33),0,2497.7,2090.682
06-Jan-2019 (12-42-53),0,2473.2000000000003,2082.074
06-Jan-2019 (12-43-13),0,2602.0,2078.773
06-Jan-2019 (12-43-33),0,2618.6,2105.551
06-Jan-2019 (12-43-53),0,2637.2000000000003,2101.879
06-Jan-2019 (17-51-51),0,1220.4,1083.97
06-Jan-2019 (17-54-05),0,2342.7000000000003,2294.553
06-Jan-2019 (17-55-05),0,2450.6,2278.503
06-Jan-2019 (17-55-35),0,2553.7000000000003,2300.356
06-Jan-2019 (17-56-35),0,2521.3,2342.111
06-Jan-2019 (18-03-06),0,2479.9,2297.127
06-Jan-2019 (18-03-36),0,2375.7999999999997,2242.705
06-Jan-2019 (18-04-06),0,2361.2,2248.0170000000007
06-Jan-2019 (18-04-36),0,2493.6,2274.599
06-Jan-2019 (18-06-36),0,2265.3,2243.056
06-Jan-2019 (18-08-36),0,2512.1,2279.375
06-Jan-2019 (18-09-36),0,2458.4,2251.746
06-Jan-2019 (18-10-06),0,2347.2,2239.079
06-Jan-2019 (18-10-36),0,2465.5,2235.453
06-Jan-2019 (19-27-04),0,562.2,503.255
06-Jan-2019 (19-34-36),0,582.7,542.055
07-Jan-2019 (19-25-09),0,700.1999999999999,691.798
07-Jan-2019 (19-25-10),0,1262.2,691.798
07-Jan-2019 (19-25-11),0,1262.2,691.798
07-Jan-2019 (19-25-12),0,1262.2,691.798
07-Jan-2019 (19-27-14),0,1253.1000000000001,1162.452
07-Jan-2019 (19-27-15),0,1253.1000000000001,1162.452
07-Jan-2019 (19-27-16),0,1253.1000000000001,1162.452
07-Jan-2019 (19-27-17),0,1253.1000000000001,1162.452
07-Jan-2019 (19-35-21),0,1252.1,735.3580000000002
07-Jan-2019 (19-35-22),0,1252.1,735.3580000000002
07-Jan-2019 (19-40-31),0,1076.7,804.0360000000002
07-Jan-2019 (19-40-32),0,1076.7,804.0360000000002
07-Jan-2019 (19-40-47),0,2192.7,1848.624
07-Jan-2019 (19-41-47),0,2279.6,1834.441
07-Jan-2019 (19-48-48),0,2660.0,2052.418
07-Jan-2019 (19-57-34),0,1242.9,887.6030000000002
07-Jan-2019 (19-57-35),0,1453.6,887.6030000000002
07-Jan-2019 (19-57-36),0,1453.6,887.6030000000002
07-Jan-2019 (19-57-37),0,1453.6,887.6030000000002
07-Jan-2019 (19-58-50),0,2596.1,2301.758
07-Jan-2019 (21-14-04),0,1471.7,923.907
07-Jan-2019 (21-14-05),0,1793.4,923.907
07-Jan-2019 (21-14-06),0,1793.4,923.907
07-Jan-2019 (21-14-07),0,1793.4,923.907
07-Jan-2019 (21-28-51),0,935.6,767.0310000000002
07-Jan-2019 (21-28-52),0,1844.3,767.0310000000002
07-Jan-2019 (21-34-04),0,1048.0,769.202
07-Jan-2019 (21-34-05),0,1852.8,769.202
07-Jan-2019 (21-34-06),0,1810.1,769.202
07-Jan-2019 (21-34-07),0,1810.1,769.202
07-Jan-2019 (21-43-30),0,977.8000000000001,758.3760000000002
07-Jan-2019 (21-43-31),0,1718.5,758.3760000000002
07-Jan-2019 (21-43-32),0,1718.5,758.3760000000002
12-Jan-2019 (10-05-42),0,2516.9,1593.378
12-Jan-2019 (10-05-43),0,2516.9,1747.382
12-Jan-2019 (10-05-44),0,2516.9,1747.382
12-Jan-2019 (10-05-45),0,2516.9,1747.382
12-Jan-2019 (10-05-46),0,2516.9,1747.382
12-Jan-2019 (10-05-47),0,2516.9,1747.382
12-Jan-2019 (10-05-48),0,2516.9,1782.479
12-Jan-2019 (10-05-49),0,2516.9,1782.479
12-Jan-2019 (10-05-50),0,2516.9,1782.479
12-Jan-2019 (10-05-51),0,2516.9,1782.479
12-Jan-2019 (10-05-52),0,2516.9,1782.479
12-Jan-2019 (10-05-53),0,2516.9,1545.331
12-Jan-2019 (10-05-54),0,2516.9,1545.331
12-Jan-2019 (10-05-55),0,2516.9,1545.331
12-Jan-2019 (10-05-56),0,2516.9,1545.331
12-Jan-2019 (10-05-57),0,2516.9,1545.331
12-Jan-2019 (10-05-58),0,2516.9,1537.193
12-Jan-2019 (10-08-21),0,2487.0,1528.626
12-Jan-2019 (10-08-22),0,2487.0,1528.626
12-Jan-2019 (10-08-23),0,2487.0,1733.931
12-Jan-2019 (10-08-24),0,2487.0,1733.931
12-Jan-2019 (10-08-25),0,2487.0,1733.931
12-Jan-2019 (10-08-26),0,2487.0,1733.931
12-Jan-2019 (10-08-27),0,2487.0,1733.931
12-Jan-2019 (10-08-28),0,2487.0,1619.553
12-Jan-2019 (10-09-21),0,2563.2999999999997,1577.87
12-Jan-2019 (10-13-22),0,2400.6,1534.114
12-Jan-2019 (10-14-02),0,2706.6,1585.714
12-Jan-2019 (10-14-22),0,2390.5,1601.141
12-Jan-2019 (10-15-02),0,2488.8999999999996,1548.132
12-Jan-2019 (10-18-03),0,2161.5,1911.649
12-Jan-2019 (10-19-03),0,2289.7,1964.286
12-Jan-2019 (10-19-43),0,2517.2,1899.395
12-Jan-2019 (10-20-03),0,2332.1,1872.426
12-Jan-2019 (10-20-23),0,2619.2999999999997,1886.583
12-Jan-2019 (10-20-43),0,2569.8999999999996,1812.573
12-Jan-2019 (10-21-03),0,2484.3999999999996,1876.067
12-Jan-2019 (10-21-25),0,1115.6000000000001,317.909
12-Jan-2019 (10-21-26),0,1115.6000000000001,317.909
12-Jan-2019 (10-21-27),0,1115.6000000000001,317.909
12-Jan-2019 (10-26-31),0,943.5,563.51
12-Jan-2019 (10-26-32),0,1250.6000000000001,563.51
12-Jan-2019 (10-26-47),0,2371.7999999999997,1571.82
12-Jan-2019 (10-26-48),0,2371.7999999999997,1821.903
12-Jan-2019 (10-26-49),0,2371.7999999999997,1821.903
12-Jan-2019 (10-26-50),0,2371.7999999999997,1821.903
