hours,bool,power_dev,power_met
01-Feb-2019 (01-35-20),0,252.2,101.599
01-Feb-2019 (02-52-48),0,224.04999999999998,102.75
01-Feb-2019 (02-52-49),0,224.04999999999998,102.75
01-Feb-2019 (04-09-26),0,473.20000000000016,99.059
01-Feb-2019 (04-09-27),0,224.7,99.059
01-Feb-2019 (05-25-09),0,582.5,102.435
01-Feb-2019 (05-25-10),0,582.5,102.435
01-Feb-2019 (05-48-49),0,379.6,98.71799999999999
01-Feb-2019 (05-48-50),0,110.0,98.71799999999999
01-Feb-2019 (06-43-18),0,529.3000000000001,273.505
01-Feb-2019 (06-43-19),0,1077.3999999999999,273.505
01-Feb-2019 (08-00-00),0,227.79999999999998,104.149
01-Feb-2019 (09-18-02),0,270.25000000000006,140.5908
01-Feb-2019 (09-30-14),0,407.4666666666667,213.042
01-Feb-2019 (09-30-15),0,249.96666666666667,213.042
01-Feb-2019 (09-30-17),0,1439.7666666666667,492.59199999999987
01-Feb-2019 (09-30-18),0,1439.7666666666667,492.59199999999987
01-Feb-2019 (09-30-19),0,1439.7666666666667,492.59199999999987
01-Feb-2019 (09-30-20),0,1439.7666666666667,492.59199999999987
01-Feb-2019 (09-31-44),0,262.8666666666667,198.3416
01-Feb-2019 (09-31-45),0,262.8666666666667,198.3416
01-Feb-2019 (09-31-46),0,1337.1666666666667,852.5310000000002
01-Feb-2019 (09-31-47),0,1604.0666666666666,852.5310000000002
01-Feb-2019 (09-31-48),0,1604.0666666666666,852.5310000000002
01-Feb-2019 (09-31-49),0,1604.0666666666666,852.5310000000002
01-Feb-2019 (09-31-50),0,1604.0666666666666,852.5310000000002
01-Feb-2019 (09-37-22),0,159.36666666666665,127.161
01-Feb-2019 (09-37-23),0,159.36666666666665,127.161
01-Feb-2019 (09-37-24),0,159.36666666666665,127.161
01-Feb-2019 (09-37-25),0,1216.7666666666667,127.161
01-Feb-2019 (10-33-06),0,462.40000000000003,441.01300000000015
01-Feb-2019 (11-50-29),0,585.8000000000001,307.27
01-Feb-2019 (11-50-30),0,428.36666666666673,307.27
01-Feb-2019 (11-54-55),0,1173.1,361.358
01-Feb-2019 (12-05-59),0,524.8000000000002,398.349
01-Feb-2019 (12-06-00),0,524.8000000000002,398.349
01-Feb-2019 (12-06-01),0,1098.8,809.3838000000002
01-Feb-2019 (12-06-02),0,1098.8,809.3838000000002
01-Feb-2019 (12-06-03),0,1098.8,809.3838000000002
01-Feb-2019 (12-06-04),0,1098.8,809.3838000000002
01-Feb-2019 (12-06-05),0,1098.8,809.3838000000002
01-Feb-2019 (12-23-22),0,409.8,357.8543333333334
01-Feb-2019 (12-23-24),0,1112.8,357.8543333333334
01-Feb-2019 (12-23-25),0,1563.2,357.8543333333334
01-Feb-2019 (12-45-08),0,1595.1,784.078
01-Feb-2019 (12-45-09),0,1595.1,784.078
01-Feb-2019 (12-45-10),0,1595.1,784.078
01-Feb-2019 (13-07-40),0,576.8000000000001,205.748
01-Feb-2019 (14-24-25),0,315.7333333333333,279.6683333333333
01-Feb-2019 (14-33-56),0,514.2,491.921
01-Feb-2019 (14-33-57),0,514.2,491.921
01-Feb-2019 (14-33-58),0,514.2,491.921
01-Feb-2019 (14-33-59),0,1597.6000000000001,491.921
01-Feb-2019 (14-34-00),0,1597.6000000000001,491.921
01-Feb-2019 (14-34-18),0,489.0,357.414
01-Feb-2019 (14-34-20),0,1411.6000000000001,357.414
