HOUSE,JAN,FEB,MAR,APRIL,MAY,TOT
EB4,0.0,156.0,1151.0,1271.0,0.0,2578.0
EB9,59772.0,33780.0,29871.0,2485207.0,0.0,2608630.0
EB8,10134.0,7412.0,12502.0,2000.0,1964.0,34012.0
EB5,342119.0,8161.0,0.0,7639.0,11972.0,369891.0
EB7,9030.0,7928.0,45755.0,19171.0,959621.0,1041505.0
EB4TV,1821.0,156.0,1151.0,7249.0,8086.0,18463.0
EB6,20100.0,46757.0,28625.0,92742.0,1767875.0,1956099.0
EB3,68247.0,81217.0,55236.0,66226.0,182639.0,453565.0
EB1,1003.0,4668.0,5112.0,9566.0,192585.0,212934.0
