hours,bool,power_dev,power_met
09-Apr-2019 (08-32-29),0,154.2,143.274
09-Apr-2019 (08-32-30),0,154.2,143.274
09-Apr-2019 (08-32-31),0,154.2,143.274
09-Apr-2019 (08-33-35),0,786.3,121.063
09-Apr-2019 (08-33-36),0,1804.8,121.063
09-Apr-2019 (08-34-48),0,2769.0,2001.18
09-Apr-2019 (08-35-04),0,3000.0,1960.273
09-Apr-2019 (08-35-33),0,917.9,342.69699999999995
09-Apr-2019 (08-35-34),0,1804.0,342.69699999999995
09-Apr-2019 (08-35-35),0,1804.0,342.69699999999995
09-Apr-2019 (08-35-36),0,1804.0,342.69699999999995
09-Apr-2019 (08-35-54),0,3000.0,2084.305
09-Apr-2019 (08-36-11),0,2801.8,1984.219
09-Apr-2019 (08-36-44),0,3000.0,1979.738
09-Apr-2019 (08-37-01),0,2794.8,2031.245
09-Apr-2019 (08-37-17),0,3000.0,2034.012
09-Apr-2019 (08-37-50),0,3000.0,2059.708
09-Apr-2019 (08-38-07),0,2976.6,2042.598
09-Apr-2019 (08-38-40),0,3000.0,1983.435
09-Apr-2019 (08-39-13),0,3000.0,1993.09
09-Apr-2019 (08-39-46),0,2984.4,1960.175
09-Apr-2019 (08-40-19),0,3000.0,1955.023
09-Apr-2019 (08-40-36),0,2573.8,1954.403
09-Apr-2019 (08-40-52),0,3000.0,2017.072
09-Apr-2019 (08-41-09),0,2378.2,1963.407
09-Apr-2019 (08-41-10),0,2378.2,1963.407
09-Apr-2019 (08-41-11),0,2378.2,1963.407
09-Apr-2019 (08-41-12),0,2378.2,2072.409
09-Apr-2019 (08-41-13),0,2378.2,2072.409
09-Apr-2019 (08-41-14),0,2378.2,2072.409
09-Apr-2019 (08-41-15),0,2378.2,2072.409
09-Apr-2019 (08-41-16),0,2378.2,2072.409
09-Apr-2019 (08-41-17),0,2378.2,2063.565
09-Apr-2019 (08-41-25),0,3000.0,1955.064
09-Apr-2019 (08-41-41),0,3000.0,1970.532
09-Apr-2019 (08-41-42),0,3000.0,2121.004
09-Apr-2019 (08-41-43),0,3000.0,2121.004
09-Apr-2019 (08-41-44),0,3000.0,2121.004
09-Apr-2019 (08-41-45),0,3000.0,2121.004
09-Apr-2019 (08-41-46),0,3000.0,2121.004
09-Apr-2019 (08-41-47),0,3000.0,2060.56
09-Apr-2019 (08-41-58),0,3000.0,1982.82
09-Apr-2019 (08-42-15),0,2992.1,1957.95
09-Apr-2019 (08-42-16),0,2992.1,1957.95
09-Apr-2019 (08-42-17),0,2992.1,2038.891
09-Apr-2019 (08-42-31),0,3000.0,1975.251
09-Apr-2019 (08-42-48),0,2979.2,1993.916
09-Apr-2019 (08-43-21),0,3000.0,1937.731
09-Apr-2019 (08-43-38),0,3000.0,1976.831
09-Apr-2019 (08-43-39),0,2267.8,1976.831
09-Apr-2019 (08-43-40),0,2267.8,1976.831
09-Apr-2019 (08-43-41),0,2267.8,1976.831
09-Apr-2019 (08-43-42),0,2267.8,2058.903
09-Apr-2019 (08-43-43),0,2267.8,2058.903
09-Apr-2019 (08-43-44),0,2267.8,2058.903
09-Apr-2019 (08-43-45),0,2267.8,2058.903
09-Apr-2019 (08-43-46),0,2267.8,2058.903
09-Apr-2019 (08-43-47),0,2267.8,2075.151
09-Apr-2019 (08-44-11),0,3000.0,1958.317
09-Apr-2019 (08-44-28),0,2600.9,2010.123
09-Apr-2019 (08-44-44),0,3000.0,1964.755
09-Apr-2019 (08-45-01),0,3000.0,1967.316
09-Apr-2019 (08-45-18),0,2597.1,2009.942
09-Apr-2019 (08-45-34),0,3000.0,1966.35
09-Apr-2019 (08-46-07),0,3000.0,2048.128
09-Apr-2019 (08-46-23),0,3000.0,1973.635
09-Apr-2019 (08-46-40),0,3000.0,1964.156
09-Apr-2019 (08-46-57),0,2599.4,2071.578
09-Apr-2019 (08-47-13),0,3000.0,1983.094
09-Apr-2019 (08-47-30),0,2798.1,1964.951
09-Apr-2019 (08-47-47),0,2573.9,2061.185
09-Apr-2019 (08-48-03),0,3000.0,1981.834
09-Apr-2019 (08-48-20),0,2800.1,1965.56
09-Apr-2019 (08-48-21),0,2800.1,1965.56
09-Apr-2019 (08-48-22),0,2800.1,2051.1020000000008
09-Apr-2019 (08-48-23),0,2800.1,2051.1020000000008
09-Apr-2019 (08-48-24),0,2800.1,2051.1020000000008
09-Apr-2019 (08-48-25),0,2800.1,2051.1020000000008
09-Apr-2019 (08-48-26),0,2800.1,2051.1020000000008
09-Apr-2019 (08-48-27),0,2800.1,2068.692
09-Apr-2019 (08-48-28),0,2800.1,2068.692
09-Apr-2019 (08-48-29),0,2800.1,2068.692
09-Apr-2019 (08-48-30),0,2800.1,2068.692
09-Apr-2019 (08-48-31),0,2800.1,2068.692
09-Apr-2019 (08-48-32),0,2800.1,1991.009
09-Apr-2019 (08-48-33),0,2800.1,1991.009
09-Apr-2019 (08-48-34),0,2800.1,1991.009
09-Apr-2019 (08-48-35),0,2800.1,1991.009
09-Apr-2019 (08-48-36),0,2800.1,1991.009
09-Apr-2019 (08-48-37),0,2800.1,2153.748
09-Apr-2019 (08-48-38),0,2800.1,2153.748
09-Apr-2019 (08-48-39),0,2800.1,2153.748
09-Apr-2019 (08-48-40),0,2800.1,2153.748
09-Apr-2019 (08-48-41),0,2800.1,2153.748
09-Apr-2019 (08-48-42),0,2800.1,2090.3720000000008
09-Apr-2019 (08-48-43),0,2800.1,2090.3720000000008
09-Apr-2019 (08-48-44),0,2800.1,2090.3720000000008
09-Apr-2019 (08-48-45),0,2800.1,2090.3720000000008
09-Apr-2019 (08-48-46),0,2800.1,2090.3720000000008
09-Apr-2019 (08-48-47),0,2800.1,2089.133
09-Apr-2019 (08-48-48),0,2800.1,2089.133
09-Apr-2019 (08-48-49),0,2800.1,2089.133
09-Apr-2019 (08-48-50),0,2800.1,2089.133
09-Apr-2019 (08-48-51),0,2800.1,2089.133
09-Apr-2019 (08-48-52),0,2800.1,2021.791
09-Apr-2019 (08-48-53),0,2825.9,2021.791
09-Apr-2019 (08-48-54),0,2825.9,2021.791
09-Apr-2019 (08-48-55),0,2825.9,2021.791
09-Apr-2019 (08-49-26),0,3000.0,1978.008
09-Apr-2019 (08-49-43),0,2743.3,1962.535
09-Apr-2019 (08-49-44),0,2743.3,1962.535
09-Apr-2019 (08-49-45),0,2743.3,1962.535
09-Apr-2019 (08-49-46),0,2743.3,1962.535
09-Apr-2019 (08-49-47),0,2743.3,2088.085
09-Apr-2019 (08-49-59),0,3000.0,1988.964
09-Apr-2019 (08-50-16),0,3000.0,1994.509
09-Apr-2019 (08-50-17),0,3000.0,2169.81
09-Apr-2019 (08-50-32),0,3000.0,2032.969
09-Apr-2019 (08-50-49),0,2992.8,1987.999
09-Apr-2019 (08-51-05),0,3000.0,1978.339
09-Apr-2019 (08-51-22),0,2699.8,1999.662
09-Apr-2019 (08-51-38),0,3000.0,2000.256
09-Apr-2019 (08-51-55),0,2382.2,1984.937
09-Apr-2019 (08-52-11),0,3000.0,2074.562
09-Apr-2019 (08-52-28),0,3000.0,1977.606
09-Apr-2019 (08-52-45),0,2389.3,1978.943
